,,Nombre,Bt.LISTA 1,Bt.LISTA 2,Rubro,Artículo
,,HARINA DE LINO X KG,"5.090,00","4.070,00",HARINAS,"1.300,00"
,,HARINA DE MAIZ BLANCO,"4.702,50","3.762,00",HARINAS,"1.303,00"
,,HARINA DE NUEZ,"18.650,00","14.690,00",HARINAS,"4.466,00"
,,HARINA INTEGRAL FINA X KG.,"2.690,00","2.160,00",HARINAS,"1.306,00"
,,HARINA SOJA DESGR FINA X KG,"4.620,00","3.700,00",HARINAS,"1.305,00"
,,HARINA TRIGO SARRACENO X KG,"10.720,00","8.590,00",HARINAS,"2.041,00"
,,HIBISCUS FLOR X KG,"22.620,00","18.140,00",INFUSIONES Y HIERBAS,"1.849,00"
,,"HIBISCUS EXTRACTO 60 cc SOMOS SETAS""""","13.370,00","11.750,00",SUPLEMENTOS,"2.466,00"
,,HIGOS EN ALMIBAR X 450 GR,"6.888,50","5.519,00",LINEA GOURMET,"1.309,00"
,,HIGOS TIERNIZADOS X KG,"17.970,00","14.440,00",DESHIDRATADOS,"1.311,00"
,,HIPÉRICO TINTURA MADRE X 60 CC,"7.650,00","6.530,00",SUPLEMENTOS,"2.370,00"
,,HONGOS SECOS X KG,"55.890,00","44.810,00",ESPECIAS,"1.314,00"
,,HUMO NATURAL X 250 ML,"5.220,00","4.180,00",LINEA GOURMET,"1.316,00"
,,INFUSOR PINZA,"2.550,00","2.190,00",PALADEAR HOME,"2.012,00"
,,JABON DE JARILLA Y GLICERINA - EL AMAUTA,"6.120,00","4.860,00",PALADEAR HOME,"5.008,00"
,,JABON LIQUIDO DE ROSA MOSQUETA - EL AMAUTA,"10.030,00","7.970,00",PALADEAR HOME,"5.007,00"
,,JAZMIN XKG,"142.950,00","126.660,00",INFUSIONES Y HIERBAS,"1.654,00"
,,JENGIBRE MOLIDO X KG.,"16.720,00","13.460,00",ESPECIAS,"1.320,00"
,,JENGIBRE EN TROZOS XKG,"59.500,00","50.750,00",INFUSIONES Y HIERBAS,"1.883,00"
,,JENGIBRE GLASEADO X KG,"26.300,00","21.060,00",DESHIDRATADOS,"1.319,00"
,,"JUGO DE ARANDANOS X 1,5 LTS.","4.360,00","3.480,00",BEBIDAS,"1.324,00"
,,JULIANA SIN PAPA X KG,"19.010,00","15.210,00",ESPECIAS,"1.333,00"
,,"KEFIR DE AGUA KE.LIVE"" SABORIZADO X 950 ML""","4.760,00","4.060,00",BEBIDAS,"2.233,00"
,,KIMCHI VERDE VIDA 360 ml,"11.560,00","9.210,00",LINEA GOURMET,"2.395,00"
,,KOMBUCHA EYWA 354 ml,"5.380,00","5.050,00",BEBIDAS,"2.459,00"
,,LA IRIDE CHAMP EXTRA BRUT X 750 cc,"7.680,00","6.050,00",VINOS,"2.447,00"
,,LAS PERDICES BRUT ROSÉ X750ml,"11.030,00","8.820,00",VINOS,"1.107,00"
,,LAS PERDICES MALBEC X 750,"10.100,00","8.110,00",VINOS,"1.704,00"
,,LAS PERDICES SAUVI BLANC X 750,"10.100,00","8.110,00",VINOS,"1.706,00"
,,LAUREL EN HOJAS X KG.,"31.650,00","25.350,00",ESPECIAS,"1.350,00"
,,LAVANDA X KG,"101.360,00","81.150,00",INFUSIONES Y HIERBAS,"2.037,00"
,,LECHE DE COCO EN POLVO X KG,"38.640,00","30.950,00",BEBIDAS,"1.727,00"
,,LENTEJA DE CHOCOLATE XKG,"59.400,00","50.660,00","DULCES, MIEL Y CHOCOLATES","2.316,00"
,,LENTEJAS TURCAS X KG,"6.510,00","5.210,00",GRANOS Y LEGUMBRES,"1.358,00"
,,LENTEJAS X KG.,"5.560,00","4.460,00",GRANOS Y LEGUMBRES,"1.359,00"
,,LEVADURA DE CERVEZA NUTRICIONAL X KG,"12.800,00","10.260,00",ESPECIAS,"1.360,00"
,,LEVADURA DE CERVEZA SABOR QUESO X200GR,"14.510,00","12.380,00",SUPLEMENTOS,"2.086,00"
,,"LEVADURA TITAN EN COPOS X200GR SIN TACC""""","21.600,00","18.430,00",SUPLEMENTOS,"1.458,00"
,,MACA EN POLVO X KG.,"25.590,00","20.480,00",ESPECIAS,"1.363,00"
,,MAGNESIO EN POLVO NATIER X150g,"29.523,62","25.714,12",SUPLEMENTOS,"2.504,00"
,,"MAGNESIO X 50 CÁPSULAS NATIER""""","24.060,00","22.510,00",SUPLEMENTOS,"2.056,00"
,,MAIZ BCO PISADO PARTIDO X KG,"4.660,00","3.730,00",GRANOS Y LEGUMBRES,"1.364,00"
,,MAIZ FRITO SALADO X KG,"17.510,00","14.060,00",FRUTOS SECOS,"1.365,00"
,,MAIZ PSINGALLO,"3.160,00","2.490,00",GRANOS Y LEGUMBRES,"1.366,00"
,,MALVA X KG,"10.260,00","8.210,00",INFUSIONES Y HIERBAS,"2.095,00"
,,MANGO EN TROZOS CONGELADOS XKG,"12.750,00","10.890,00",PRODUCTOS CONGELADOS,"2.317,00"
,,MANI C/CASCARA X KG,"6.530,00","5.220,00",FRUTOS SECOS,"1.375,00"
,,MANI C/CHOCO SEMIAMARGO XKG,"24.460,00","20.860,00","DULCES, MIEL Y CHOCOLATES","2.008,00"
,,MANI JAPONES,"9.930,00","7.960,00",FRUTOS SECOS,"1.378,00"
,,MANI SABORIZADO X KG,"6.730,00","5.390,00",FRUTOS SECOS,"1.379,00"
,,MANI TOSTADO SALADO X KG,"5.580,00","4.480,00",FRUTOS SECOS,"1.380,00"
,,MANI TOSTADO X KG.,"5.580,00","4.470,00",FRUTOS SECOS,"1.381,00"
,,MANTECA CLARIFICADA X150 GR - ENTRENUTS,"12.320,00","10.510,00",MANTECAS Y PASTAS,"5.021,00"
,,"MANTECA CLARIFICADA GHEE ENTRENUTS"" X370""","19.840,00","16.920,00",MANTECAS Y PASTAS,"2.269,00"
,,MANTELITOS ARTESANALES (POLIÉSTER),"5.950,00","5.950,00",PALADEAR HOME,"2.307,00"
,,"MANTEQUILLA DE MANI ENTRENUTS"" X 370 g""","4.470,00","3.810,00",MANTECAS Y PASTAS,"1.383,00"
,,MANTEQUILLA DE MANI CON STEVIA X370 CC - ENTRENUTS,"4.470,00","3.810,00",MANTECAS Y PASTAS,5030
,,MANTEQUILLA DE MANI PROTEICA X370 GR - ENTRENUTS,"6.430,00","5.490,00",MANTECAS Y PASTAS,"5.012,00"
,,MANZANILLA IMPORTADA XKG,"61.320,00","49.060,00",INFUSIONES Y HIERBAS,"5.044,00"
,,MARACUYA CONGELADO X KG,"19.550,00","16.680,00",PRODUCTOS CONGELADOS,"2.186,00"
,,MARCIANO WINE MALBEC,"12.000,00","11.280,00",VINOS,"2.088,00"
,,MASTROENI CABERNET FRANC X 750 CC,"6.680,00","5.350,00",VINOS,"1.159,00"
,,MASTROENI EXTRA BRUT,"8.000,00","6.390,00",VINOS,"1.700,00"
,,MATCHA X KG,"151.050,01","133.280,00",INFUSIONES Y HIERBAS,"2.179,00"
,,"MAYONESA MAYOV"" X 270GR""","7.300,00","6.420,00",LINEA GOURMET,"2.515,00"
,,MEDALLONES DURAZ. X KG,"19.230,00","15.430,00",DESHIDRATADOS,"1.394,00"
,,"MEDALLONES VEGETARIANOS KISLEV""""","4.570,00","3.900,00",PRODUCTOS CONGELADOS,"2.057,00"
,,"MELENA DE LEON EN POLVO 30 g SOMOS SETAS""""","29.560,00","25.980,00",SUPLEMENTOS,"2.468,00"
,,"MELENA DE LEON EXTRACTO 60cc SOMOS SETA""""","25.410,00","22.330,00",SUPLEMENTOS,"2.380,00"
,,"MELENA DE LEON X 60 CAPSULAS SOMOS SETA""""","31.520,00","27.700,00",SUPLEMENTOS,"2.112,00"
,,"MELENA+ REISHI X 60CC SOMOS SETA""""","25.410,00","22.330,00",SUPLEMENTOS,"2.162,00"
,,"MELENA+ASHWAGANDHA X 60CC SOMOS SETA""""","25.410,00","22.330,00",SUPLEMENTOS,"2.116,00"
,,MELISA X KG,"18.260,00","14.610,00",INFUSIONES Y HIERBAS,"2.039,00"
,,MELISA TINTURA MADRE X 60 CC,"7.650,00","6.530,00",SUPLEMENTOS,"2.371,00"
,,"MEMBRILLITOS X30Gr PIZARRO""""","800,00","650,00","DULCES, MIEL Y CHOCOLATES","2.229,00"
,,MENTA HOJAS X KG,"27.310,00","21.870,00",INFUSIONES Y HIERBAS,"2.040,00"
,,MERKEN CHILENO X KG,"17.540,00","14.960,00",ESPECIAS,"2.308,00"
,,"MERMELADA DOÑA MAGDALENA"" C/STEVIA ""SIN TACC""""","9.680,00","8.510,00","DULCES, MIEL Y CHOCOLATES","2.153,00"
,,"MERMELADA DE CITRICOS LAS DOÑAS""""","5.610,00","4.790,00","DULCES, MIEL Y CHOCOLATES","2.123,00"
,,"MERMELADA DE FRUTILLAS Y ARANDANOS LAS DOÑAS""""","7.160,00","6.110,00","DULCES, MIEL Y CHOCOLATES","2.122,00"
,,MERMELADA DE FRUTOS DEL BOSQUE X450 GR - LA CASITA DE LA ABUELI,"7.750,00","6.610,00","DULCES, MIEL Y CHOCOLATES","5.020,00"
,,MERMELADA DE MEMBRILLO X450GR - LA CASITA DE LA ABUELI,"5.400,00","4.610,00","DULCES, MIEL Y CHOCOLATES","5.018,00"
,,"MERMELADA DE PERAS AL MALBEC LAS DOÑAS""""","6.970,00","5.950,00","DULCES, MIEL Y CHOCOLATES","2.368,00"
,,"MERMELADA DE PERAS Y JENGIBRE LAS DOÑAS""""","5.620,00","4.800,00","DULCES, MIEL Y CHOCOLATES","2.124,00"
,,MERMELADA DEDURAZNO X450 GR - LA CASITA DE LA ABUELI,"5.400,00","4.610,00","DULCES, MIEL Y CHOCOLATES","5.019,00"
,,"MERMELADA FRUTOS ROJOS CON STEVIA DOÑA MAGDALENA""""","11.130,00","9.780,00","DULCES, MIEL Y CHOCOLATES","2.435,00"
,,MERMELADA MQA FRUTILLA X 310,"6.110,00","4.890,00","DULCES, MIEL Y CHOCOLATES","1.902,00"
,,MERMELADA MQA X 310,"5.100,00","4.090,00","DULCES, MIEL Y CHOCOLATES","1.901,00"
,,MERMELADA MQA ZANAHORIA/NARANJA X310GR,"6.110,00","5.370,00","DULCES, MIEL Y CHOCOLATES","1.906,00"
,,"MIEL BATIDA GOTAS DE ORO"" X250GR""","3.830,00","3.270,00","DULCES, MIEL Y CHOCOLATES","2.271,00"
,,"MIEL BATIDA GOTAS DE ORO"" X500GR""","7.350,00","6.280,00","DULCES, MIEL Y CHOCOLATES","2.171,00"
,,"MIEL DE ABEJA X 1 kg MONTE NATURAL"" - JALEA""","7.820,00","6.260,00","DULCES, MIEL Y CHOCOLATES","1.406,00"
,,"MIEL DE ABEJA X 250 g MONTE NATURAL"" - JALEA""","3.500,00","2.810,00","DULCES, MIEL Y CHOCOLATES","1.408,00"
,,"MIEL DE ABEJA X 500 g MONTE NATURAL"" - JALEA""","4.990,00","3.990,00","DULCES, MIEL Y CHOCOLATES","1.410,00"
,,"MIEL X 250 g TRES SOLES"" - JALEA""","4.600,00","3.980,00","DULCES, MIEL Y CHOCOLATES","2.287,00"
,,"MIEL X 500 g TRES SOLES"" - JALEA""","7.360,00","6.330,00","DULCES, MIEL Y CHOCOLATES","2.286,00"
,,MIX 4 PIMIENTAS,"57.850,00","46.280,00",ESPECIAS,"1.418,00"
,,MIX 7 SEMILLAS SALUD X KG,"6.230,00","5.060,00",SEMILLAS,"1.415,00"
,,MIX CERVECERO X KG,"9.460,00","7.600,00",FRUTOS SECOS,"1.416,00"
,,MIX DE SLLAS ADELGAZ X KG,"8.250,00","6.700,00",SEMILLAS,"1.421,00"
,,MIX FRUTOS ROJOS CONGELADOS X KILO,"18.360,00","15.680,00",PRODUCTOS CONGELADOS,"2.176,00"
,,MIX IMPERIAL X KG,"21.740,00","17.420,00",FRUTOS SECOS,"2.228,00"
,,MIX PATAGONICO X KG,"20.540,00","16.490,00",FRUTOS SECOS,"1.426,00"
,,MIX SALADO X KG,"14.290,00","11.520,00",FRUTOS SECOS,"1.660,00"
,,MIX SLLAS PARA ENSALADA X KG,"12.790,00","10.310,00",SEMILLAS,"1.422,00"
,,MIX TRADICIONAL X KG,"7.260,00","5.820,00",FRUTOS SECOS,"1.429,00"
,,MIX TROPICAL X KG.,"11.730,00","9.420,00",FRUTOS SECOS,"1.430,00"
,,MOLINILLO ACERO INOXIDABLE,"23.600,00","20.130,00",PALADEAR HOME,"2.250,00"
,,MOLINILLO CAFE MANUAL,"30.500,00","25.380,00",PALADEAR HOME,"2.011,00"
,,MORINGA,"26.460,00","22.570,00",INFUSIONES Y HIERBAS,"5.038,00"
,,"MORINGA TINTURA MADRE X60cc EL NATURALISTA""""","7.660,00","6.550,00",SUPLEMENTOS,"2.276,00"
,,MOSTAZA CON MIEL ORGANICA 190gr,"7.540,00","6.170,00",LINEA GOURMET,"2.476,00"
,,MOSTAZA DIJON 170gr,"9.420,00","7.710,00",LINEA GOURMET,"2.477,00"
,,MOSTAZA EN GRANOS X KG,"9.540,00","7.690,00",ESPECIAS,"1.436,00"
,,"NAD X 60 cápsulas EL NATURALISTA""""","12.810,00","10.940,00",SUPLEMENTOS,"2.333,00"
,,"NAD+RESVERATROL X 60 cápsulas EL NATURALISTA""""","22.130,00","18.870,00",SUPLEMENTOS,"2.334,00"
,,NENCIA TINTURA MADRE X 60 CC,"9.610,00","8.200,00",SUPLEMENTOS,"2.373,00"
,,NMN nicotinamida mononucleotido,"53.530,02","46.622,92",SUPLEMENTOS,"2.505,00"
,,NUECES CONFITADAS X 100 g,"6.000,00","5.700,00","DULCES, MIEL Y CHOCOLATES","1.957,00"
,,NUEZ CON CASCARA X KG,"7.800,00","6.260,00",FRUTOS SECOS,"1.446,00"
,,NUEZ CUARTOS X KG,"19.060,00","15.020,00",FRUTOS SECOS,"1.445,00"
,,NUEZ DE BRASIL XKG,"58.390,00","51.320,00",FRUTOS SECOS,"4.453,00"
,,NUEZ MARIPOSA EXTRA LIGHT X KG,"21.500,00","18.270,00",FRUTOS SECOS,"1.716,00"
,,NUEZ MARIPOSA LIGHT X KG,"19.950,00","15.710,00",FRUTOS SECOS,"1.450,00"
,,NUEZ MOSCADA ENTERA X KG,"56.730,00","45.420,00",ESPECIAS,"1.451,00"
,,NUEZ MOSCADA MOLIDA X KG.,"24.460,00","19.570,00",ESPECIAS,"1.452,00"
,,NUEZ PECAN,"42.130,00","35.940,00",FRUTOS SECOS,"5.029,00"
,,OMEGA 3-SYNERGY 60 cap,"26.560,00","24.850,00",SUPLEMENTOS,"2.189,00"
,,OREGANO KG.,"10.230,00","8.190,00",ESPECIAS,"1.455,00"
,,ORTIGA TINTURA MADRE X 60 CC,"7.650,00","6.540,00",SUPLEMENTOS,"2.372,00"
,,PALO SANTO X30GR,"2.000,00","1.800,00",PALADEAR HOME,"2.421,00"
,,PANKO X KG,"4.620,00","3.700,00",HARINAS,"1.670,00"
,,PAPRIKA,"19.150,00","16.340,00",ESPECIAS,"5.037,00"
,,PASAS DE UVA C/CHOCO XKG,"31.600,00","26.970,00","DULCES, MIEL Y CHOCOLATES","2.009,00"
,,PASAS DE UVA CEREZA CON SEMILLA X KG,"2.800,00","2.260,00",DESHIDRATADOS,"2.440,00"
,,PASAS MOROCHA JUMBO X KG,"7.770,00","7.320,00",DESHIDRATADOS,"4.456,00"
,,PASAS MOROCHAS FLAME SIN SEMILLA X KG,"4.950,00","4.010,00",DESHIDRATADOS,"1.955,00"
,,PASAS RUBIA SIN SLLA X KG,"10.790,00","8.680,00",DESHIDRATADOS,"1.461,00"
,,PASIONARIA TINTURA MADRE X 6O CC,"7.650,00","6.530,00",SUPLEMENTOS,"2.374,00"
,,PASTA ACEITUNAS CONDIM. 200 g,"4.840,00","3.820,00",LINEA GOURMET,"1.462,00"
,,"PASTA ACEITUNAS NEGRAS X 200 g AGROIANNI""""","4.930,00","3.950,00",LINEA GOURMET,"1.463,00"
,,"PASTA ACEITUNAS VERDES X 200 g AGROIANNI""""","4.860,00","3.900,00",LINEA GOURMET,"1.464,00"
,,PASTA DE AJI PICANTE X 90 GR,"4.290,00","3.510,00",LINEA GOURMET,"1.465,00"
,,PASTA DE AJO X80 GR - ALCARAZ,"5.110,00","4.090,00",LINEA GOURMET,"1.468,00"
,,PASTA DENTAL X 100 - SRISRI,"8.750,00","7.480,00",PALADEAR HOME,"4.457,00"
,,PEPAS DE NUEZ,"22.500,00","21.500,00","AZUCAR, CACAO Y REPOSTERIA","5.048,00"
,,PEPERINA X KG,"48.220,00","39.500,00",INFUSIONES Y HIERBAS,"2.397,00"
,,PEPINILLOS EN VIN. X 200 GR,"4.980,00","4.000,00",ENCURTIDOS,"1.483,00"
,,PEPINOS AGRID X 200 GR,"5.310,00","4.250,00",ENCURTIDOS,"1.486,00"
,,PERAS WILLIAMS X KG,"21.090,00","16.870,00",DESHIDRATADOS,"1.488,00"
,,PEREJIL EN HOJAS X KG.,"15.680,00","12.590,00",ESPECIAS,"1.489,00"
,,PERRO CALLEJERO MALBEC X 750CC,"9.790,00","7.850,00",VINOS,"1.492,00"
,,PESTO X KG,"12.990,00","10.470,00",ESPECIAS,"1.495,00"
,,PETALOS DE ROSA XKG,"114.955,50","94.054,50",INFUSIONES Y HIERBAS,"1.789,00"
,,PICKLES MIXTOS X 200 GR,"3.760,00","3.040,00",ENCURTIDOS,"1.501,00"
,,PIMENTON AHUMADO X KG,"12.660,00","10.150,00",ESPECIAS,"1.502,00"
,,PIMENTON EXTRA X KG,"12.530,00","10.060,00",ESPECIAS,"1.505,00"
,,PIMENTÓN PICANTE X KG,"12.040,00","9.640,00",ESPECIAS,"1.506,00"
,,PIMIENTA BCA EN GRANO X KG,"57.590,00","46.070,00",ESPECIAS,"1.508,00"
,,PIMIENTA BCA MOLIDA X KG,"58.450,00","46.760,00",ESPECIAS,"1.510,00"
,,PIMIENTA CAYENA MOLIDA X KG.,"13.870,00","11.100,00",ESPECIAS,"1.511,00"
,,PIMIENTA JAMAICA X KG,"50.940,00","40.770,00",ESPECIAS,"2.264,00"
,,PIMIENTA NEGRA EN GRANO X KG.,"32.300,00","25.840,00",ESPECIAS,"1.512,00"
,,PIMIENTA NEGRA MOLIDA X KG,"37.720,00","30.180,00",ESPECIAS,"1.513,00"
,,PIMIENTOS ENTEROS X 200 GR,"5.860,00","4.700,00",ENCURTIDOS,"1.517,00"
,,PIÑA CONGELADA X KG,"18.700,00","15.960,00",PRODUCTOS CONGELADOS,"1.520,00"
,,PIPAS TOSTADAS CON SAL X 50 gr,"1.500,00","1.400,00",SNACK,"5.010,00"
,,PISTACHOS NATURALES SIN CÁCARA X KG,"91.120,00","79.370,00",FRUTOS SECOS,"2.369,00"
,,PLATA COLOIDAL X100ML,"11.910,00","10.150,00",SUPLEMENTOS,"2.132,00"
,,POLEN X KG,"28.490,00","22.800,00",ESPECIAS,"2.092,00"
,,POLVO PARA HORNEAR X KG,"6.320,00","5.060,00","AZUCAR, CACAO Y REPOSTERIA","2.348,00"
,,POLVO P/HORENAR X 250 g SIN TACC - DICOMERE,"3.300,00","2.900,00",PRODUCTOS SIN TACC,"2.410,00"
,,POLVO PARA HORNEAR SIN TACC X50 GR,"2.300,00","2.000,00",PRODUCTOS SIN TACC,"5.027,00"
,,POROTO ALUBIA KG,"4.860,00","3.890,00",GRANOS Y LEGUMBRES,"1.525,00"
,,POROTO COLORADO X KG.,"5.640,00","4.520,00",GRANOS Y LEGUMBRES,"1.526,00"
,,POROTO MANTECA X KG.,"6.930,00","5.550,00",GRANOS Y LEGUMBRES,"1.527,00"
,,POROTO MUNG X KG,"4.720,00","3.780,00",GRANOS Y LEGUMBRES,"1.528,00"
,,POROTO NEGRO X KG.,"3.890,00","3.140,00",GRANOS Y LEGUMBRES,"1.529,00"
,,POROTOS CONDIM X 200 GR,"5.100,00","4.090,00",ENCURTIDOS,"1.530,00"
,,POROTOS PALLARES X KG,"15.980,00","12.830,00",GRANOS Y LEGUMBRES,"1.533,00"
,,"POTASIO+MAGNESIO 30cap El Naturalista""""","10.029,99","8.260,00",SUPLEMENTOS,"2.211,00"
,,"PREMEZCLA BIZCOCHUELO DELICEL"" X500GR SIN TACC""","4.960,00","4.230,00",PRODUCTOS SIN TACC,"2.332,00"
,,PREMEZCLA P/PANIFI S/ TACC X 1 KG,"8.600,00","6.890,00",PRODUCTOS SIN TACC,"1.539,00"
,,"PREMEZCLA PIZZA DELICEL"" X500GR SIN TACC""","4.960,00","4.230,00",PRODUCTOS SIN TACC,"2.167,00"
,,PREMEZCLA SIN TACC UNIVERSAL PANADERIA REPOSTERÍA Y PASTAS X 500 g - DELICEL,"4.230,00","3.610,00",PRODUCTOS SIN TACC,"2.490,00"
,,PRENSA FRANCESA 350ml,"19.900,00","16.970,00",PALADEAR HOME,"2.495,00"
,,PRENSA FRANCESA 600ml,"28.000,00","23.900,00",PALADEAR HOME,"2.496,00"
,,PRENSA FRANCESA 800ml,"34.000,00","29.000,00",PALADEAR HOME,"2.425,00"
,,PROBIOTICOS KYIOJIN X 60 ML,"21.310,00","18.570,00",SUPLEMENTOS,"2.180,00"
,,PROPOLEO LIQ X 100ml El Naturalista,"8.850,00","7.290,00",SUPLEMENTOS,"2.221,00"
,,"PROPOLEO PLUS+CURCUMA,JENGIBRE Y TOMILLO 250ml","16.295,09","14.192,50",SUPLEMENTOS,"2.503,00"
,,"PROPOLEO SPRAY 30 cc EL NATURALISTA""""","5.100,00","4.350,00",SUPLEMENTOS,"2.401,00"
,,"PROSTASANA X 30 COMPR. EL NATURALISTA""""","9.400,00","7.350,00",SUPLEMENTOS,"1.900,00"
,,PROTEINA AISALDA DE SUERO X KG,"16.260,00","13.030,00",SUPLEMENTOS,"1.866,00"
,,PROVENZAL X KG.,"17.890,00","14.310,00",ESPECIAS,"1.545,00"
,,QUINOA INFLADA X KG.,"15.450,00","12.410,00",CEREALES,"1.549,00"
,,QUINOA X KG,"12.640,00","10.350,00",SEMILLAS,"1.551,00"
,,REBOZADOR S/GLUTEN X 500 GR,"4.710,00","3.790,00",PRODUCTOS SIN TACC,"1.553,00"
,,"REDUCTOR BLISTER X 10 COMP.EL NATURALISTA""""","2.880,00","2.400,00",SUPLEMENTOS,"2.168,00"
,,"REISHI X 60 CAPSULAS SOMOS SETA""""","31.520,00","27.140,00",SUPLEMENTOS,"2.113,00"
,,"REISHI X 60 CC SOMOS SETA""""","25.410,00","21.870,00",SUPLEMENTOS,"2.412,00"
,,"RELAX BLEND X50CAP. NATIER""""","24.060,00","22.050,00",SUPLEMENTOS,"2.295,00"
,,"RESVERATROL X 30 EL NATURALISTA""""","14.630,00","12.480,00",SUPLEMENTOS,"2.212,00"
,,"RESVERATROL X 50 CÁPSULAS NATIER""""","24.060,00","20.970,00",SUPLEMENTOS,"2.050,00"
,,"RHODIOLA ROSEA EXTRACTO X60cc SOMOS SETAS""""","25.410,00","20.020,00",SUPLEMENTOS,"2.480,00"
,,"RHODIOLA ROSEA POLVO SOMOS SETAS""""","28.545,00","25.085,00",SUPLEMENTOS,"2.472,00"
,,RODAJAS NARANJA DESHIDR X 1 KG,"42.500,00","36.250,00",DESHIDRATADOS,"1.692,00"
,,ROMERO EN HOJAS X KG.,"16.320,00","13.090,00",ESPECIAS,"1.555,00"
,,ROOIBOS XKG,"66.000,00","52.000,00",INFUSIONES Y HIERBAS,"5.024,00"
,,ROSA MOSQUETA X KG,"54.660,00","43.730,00",INFUSIONES Y HIERBAS,"2.093,00"
,,SAHUMEADOR CHICO CEMENTO,"1.630,00","1.380,00",PALADEAR HOME,"2.071,00"
,,SAHUMEADOR GRANDE COLOR,"2.620,00","2.220,00",PALADEAR HOME,"2.070,00"
,,"SAHUMERIO MOMENTOS X5 AROMANZA""""","2.500,00","2.110,00",PALADEAR HOME,"2.065,00"
,,"SAHUMERIO TIBETANO X8 AROMANZA""""","3.700,00","3.180,00",PALADEAR HOME,"2.066,00"
,,SAHUMERIOS CON PORTASAHUMERIO AROMANZA,"5.870,00","5.230,00",PALADEAR HOME,"2.329,00"
,,"SAHUMO LIMPIEZA ENERGENTICA SAGRADA MADRE""""","2.400,00","2.180,00",PALADEAR HOME,"2.064,00"
,,SAL DEL HIMALAYA FINA X 1 KG,"4.940,00","3.980,00",ESPECIAS,"1.557,00"
,,SAL DEL HIMALAYA GRUESA X KG.,"5.950,00","4.790,00",ESPECIAS,"1.558,00"
,,SAL DIETETICA NATURAL,"3.490,00","2.990,00",ESPECIAS,"2.376,00"
,,SAL MARINA FINA X 500 GR.,"3.260,00","2.620,00",ESPECIAS,"1.561,00"
,,SAL MARINA GRUESA X 500 GR,"3.250,00","2.620,00",ESPECIAS,"1.562,00"
,,SALERO/PIMENTERO,"4.030,00","3.830,00",PALADEAR HOME,"2.419,00"
,,SALSA AJI PICANTE X 180 CC,"7.170,00","5.810,00",LINEA GOURMET,"1.687,00"
,,SALSA CESAR 250 GR,"6.920,00","5.530,00",LINEA GOURMET,"1.803,00"
,,SALSA CHIMICHURRI X 250 GR,"6.910,00","5.530,00",LINEA GOURMET,"1.566,00"
,,SALSA INGLESA x180cc,"6.720,00","5.300,00",LINEA GOURMET,"2.502,00"
,,SALSA JALAPEÑO ROJA X 180 CC,"7.400,00","5.980,00",LINEA GOURMET,"1.573,00"
,,SALSA JALAPEÑO VERDE X 180 CC,"7.400,00","5.980,00",LINEA GOURMET,"1.683,00"
,,SALSA TAHINE,"11.730,00","9.160,00",LINEA GOURMET,"2.144,00"
,,SALSA TERIYAKI X 250 CC,"11.780,00","9.510,00",LINEA GOURMET,"1.575,00"
,,SALVADO DE AVENA X KG,"3.960,00","3.200,00",HARINAS,"1.576,00"
,,SALVADO DE TRIGO GRUESO X 1 KG,"2.890,00","2.310,00",HARINAS,"1.577,00"
,,SALVIA OFICINAL,"19.000,00","14.970,00",INFUSIONES Y HIERBAS,"1.578,00"
,,"SELENIO QUELADO NATIER"" X 50 CAP""","25.020,00","23.420,00",SUPLEMENTOS,"2.320,00"
,,SEMILLA DE AMAPOLA X KG.,"20.570,00","16.500,00",SEMILLAS,"1.581,00"
,,SEMILLA DE AMARANTO X KG,"13.090,00","10.510,00",SEMILLAS,"1.582,00"
,,SEMILLA DE CHIA NAC X KG.,"7.400,00","5.970,00",SEMILLAS,"1.583,00"
,,SEMILLA DE GIRASOL X KG.,"7.810,00","6.320,00",SEMILLAS,"1.585,00"
,,SEMILLA DE LINO X KG,"7.020,00","5.760,00",SEMILLAS,"1.586,00"
,,SEMILLA DE ZAPALLO PELADO X KG.,"38.300,00","30.730,00",SEMILLAS,"1.587,00"
,,SEMILLAS HINOJO,"11.840,00","9.490,00",SEMILLAS,"2.433,00"
,,SEMOLIN DE TRIGO X KG,"3.700,00","2.960,00",HARINAS,"1.588,00"
,,SEN FOLICULOS X KG,"46.440,00","37.140,00",INFUSIONES Y HIERBAS,"2.036,00"
,,SESAMO BLANCO X KG.,"11.080,00","8.940,00",SEMILLAS,"1.589,00"
,,SESAMO NEGRO X KG,"16.970,00","13.640,00",SEMILLAS,"1.591,00"
,,SHAMPOO DE ROMERO Y ALOE VERA X300 CC - EL AMAUTA,"11.000,00","8.800,00",PALADEAR HOME,"5.005,00"
,,SHAMPOO SOLIDO,"12.000,00","9.489,99",PALADEAR HOME,"5.025,00"
,,SPIRULINA CONCENTRADA NATIER x 50 cápsulas,"24.070,00","22.520,00",SUPLEMENTOS,"2.349,00"
,,SPIRULINA EN POLVO X KG,"46.520,00","37.230,00",SUPLEMENTOS,"2.256,00"
,,"SPIRULINA X 10 COMP. EL NATURALISTA""""","2.900,00","2.480,00",SUPLEMENTOS,"2.081,00"
,,STEVIA HOJAS X KG,"34.160,00","27.330,00",INFUSIONES Y HIERBAS,"2.178,00"
,,"STEVIA LIQUIDA X120 SIN TACC""""","8.220,00","7.010,00","AZUCAR, CACAO Y REPOSTERIA","2.099,00"
